ClimbRate,Sgz,P,Q,CurRoll,AbsRoll,DiffClb,DiffRollRate,DiffDiffClb,SaTime1,SaTime2,SaTime3,SaTime4,DiffSaTime1,DiffSaTime2,DiffSaTime3,DiffSaTime4,Sa,Goal
-18,-20,0.59,-0.1,0.1,-12,14,0.011000000000000001,-0.2,-0.0006,-0.0005,-0.0005,-0.0005,-0.0001,0.0,0.0,0.0,-0.0005,"[0.02, 0.024]"
-107,6,-0.19,0.03,0.2,-13,-16,-0.016,2.7,-0.0009,-0.0011,-0.0011,-0.0011,0.0002,0.0,0.0,0.0,-0.0011,"[0.02, 0.024]"
-96,-38,-0.52,0.07,0.2,-11,-4,-0.03,0.1,-0.0011,-0.0012,-0.0012,-0.0012,0.0001,0.0,0.0,0.0,-0.0012,"[0.017, 0.019]"
200,3,-0.83,0.32,-0.5,-18,-18,-0.002,0.3,-0.0011,-0.0012,-0.0012,-0.0015,0.0001,0.0,0.0004,0.0,-0.0015,"[0.024, 0.078]"
385,-26,-0.04,0.11,2.2,-10,-8,-0.027000000000000003,0.0,-0.0015,-0.0015,-0.0015,-0.0015,0.0,0.0,0.0,0.0,-0.0015,"[0.024, 0.078]"
-215,-14,0.4,0.07,1.0,-9,-11,-0.02,0.2,-0.0009,-0.0009,-0.0009,-0.0009,0.0,0.0,0.0,0.0,-0.0009,"[0.019, 0.02]"
-285,6,-0.03,0.1,0.0,-6,-11,-0.004,0.0,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004,"[0.017, 0.019]"
-340,-7,-0.12,0.09,-0.7,-8,-9,-0.003,0.0,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005,"[0.017, 0.019]"
-54,68,-0.22,0.31,1.9,-8,-32,-0.015,-0.3,-0.0008,-0.0008,-0.0008,-0.0008,0.0,0.0,0.0,0.0,-0.0008,"[0.02, 0.024]"
244,4,-0.28,0.08,0.4,-8,1,-0.007,-0.6,-0.0006,-0.0006,-0.0006,-0.0006,0.0001,0.0,0.0,0.0,-0.0006,"[0.02, 0.024]"
264,-24,0.24,-0.04,1.0,-14,13,-0.005,0.0,-0.0009,-0.0009,-0.0009,-0.0009,0.0,0.0,0.0,0.0,-0.0009,"[0.02, 0.024]"
-516,5,0.23,0.04,-0.6,-6,-5,0.008,0.1,-0.0003,-0.0003,-0.0003,-0.0003,0.0,0.0,0.0,0.0,-0.0003,"[0.012, 0.017]"
-23,-40,0.19,0.13,1.7,-10,-8,-0.021,0.1,-0.0014,-0.0014,-0.0014,-0.0014,0.0,0.0,0.0,0.0,-0.0014,"[0.024, 0.078]"
186,-8,0.1,-0.05,-0.9,-8,6,0.004,0.1,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004,"[0.012, 0.017]"
-39,-11,0.37,0.14,1.0,-12,-10,-0.004,-0.1,-0.0007,-0.0007,-0.0007,-0.0007,0.0,0.0,0.0,0.0,-0.0007,"[0.02, 0.024]"
4,-15,0.46,0.14,1.5,-7,-10,-0.004,-0.1,-0.0007,-0.0007,-0.0007,-0.0007,0.0,0.0,0.0,0.0,-0.0007,"[0.024, 0.078]"
-116,18,0.39,0.17,0.7,-5,-20,-0.011000000000000001,0.3,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005,"[0.02, 0.024]"
-202,5,-0.28,0.15,-0.8,-16,-7,-0.007,0.1,-0.0009,-0.0009,-0.0009,-0.0011,0.0001,0.0,0.0001,0.0,-0.0011,"[0.019, 0.02]"
-230,-26,-0.32,-0.03,0.0,-12,9,-0.006,-0.1,-0.0009,-0.0009,-0.0009,-0.0009,0.0001,0.0,0.0,0.0,-0.0009,"[0.02, 0.024]"
269,-15,-0.38,0.11,0.5,-8,-11,-0.021,0.0,-0.0009,-0.0009,-0.0009,-0.0009,0.0,0.0,0.0,0.0,-0.0009,"[0.019, 0.02]"
-324,-13,0.02,0.33,-2.1,-18,-21,0.005,0.4,-0.0012,-0.0012,-0.0012,-0.0012,0.0,0.0,0.0,0.0,-0.0012,"[0.02, 0.024]"
321,-6,0.44,0.08,0.4,-15,0,-0.003,-0.3,-0.0011,-0.0011,-0.0011,-0.0011,0.0,0.0,0.0,0.0,-0.0011,"[0.024, 0.078]"
-325,12,-0.22,0.11,0.1,-13,-6,0.004,0.0,-0.0007,-0.0007,-0.0007,-0.0007,0.0001,0.0,0.0,0.0,-0.0007,"[0.019, 0.02]"
-442,-54,-0.65,0.2,1.3,-17,-2,-0.019,-0.3,-0.0016,-0.0017,-0.0017,-0.0017,0.0001,0.0,0.0,0.0,-0.0017,"[0.024, 0.078]"
-196,-16,-0.51,0.08,0.7,-11,-4,-0.027999999999999997,0.2,-0.0009,-0.0011,-0.0011,-0.0012,0.0002,0.0,0.0001,0.0,-0.0012,"[0.02, 0.024]"
-108,6,0.18,0.21,0.9,-12,-16,-0.012,-0.3,-0.001,-0.001,-0.001,-0.001,0.0,0.0,0.0,0.0,-0.001,"[0.02, 0.024]"
286,-19,0.55,-0.05,0.7,-8,5,-0.019,0.6,-0.001,-0.001,-0.001,-0.001,0.0,0.0,0.0,0.0,-0.001,"[0.024, 0.078]"
174,-73,-0.18,0.22,-1.0,-19,-3,0.016,0.1,-0.0014,-0.0014,-0.0014,-0.0014,0.0,0.0,0.0,0.0,-0.0014,"[0.024, 0.078]"
766,-17,0.34,0.22,1.0,-9,-8,0.005,-3.6,-0.0005,-0.0004,-0.0004,-0.0004,-0.0001,0.0,0.0,0.0,-0.0004,"[0.02, 0.024]"
401,9,0.34,0.35,0.0,-19,-14,-0.001,-3.0,-0.0013,-0.0011,-0.0011,-0.0011,-0.0003,0.0,0.0,0.0,-0.0011,"[0.02, 0.024]"
-432,1,0.09,0.06,-0.3,-7,1,0.003,-1.1,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004,"[0.012, 0.017]"
-107,33,0.16,0.01,-1.4,-9,2,0.018000000000000002,0.0,-0.0003,-0.0003,-0.0003,-0.0003,0.0,0.0,0.0,0.0,-0.0003,"[0.02, 0.024]"
184,-31,0.09,-0.05,-0.2,-7,6,0.002,-0.1,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004,"[0.02, 0.024]"
296,-8,0.52,0.05,-1.4,-13,3,0.021,-0.2,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005,"[0.024, 0.078]"
65,-46,-0.14,0.09,-0.8,-14,-1,-0.002,-0.1,-0.001,-0.0011,-0.0011,-0.0011,0.0001,0.0,0.0,0.0,-0.0011,"[0.024, 0.078]"
317,-46,0.11,-0.19,-1.3,-8,22,0.006,-0.3,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005,"[0.024, 0.078]"
-67,-65,-0.08,-0.18,-0.9,-11,8,-0.009,3.6,-0.0008,-0.0008,-0.0008,-0.0008,0.0,0.0,0.0,0.0,-0.0008,"[0.012, 0.017]"
15,4,0.27,-0.13,0.3,-6,12,-0.002,0.5,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004,"[0.02, 0.024]"
-111,0,0.19,0.07,0.4,-7,-7,-0.006,0.0,-0.0006,-0.0006,-0.0006,-0.0006,0.0,0.0,0.0,0.0,-0.0006,"[0.02, 0.024]"
182,-25,0.1,-0.04,0.4,-9,13,0.009,-1.6,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004,"[0.017, 0.019]"
-108,-21,0.55,0.02,0.7,-18,0,-0.012,1.5,-0.0013,-0.0013,-0.0013,-0.0013,0.0,0.0,0.0,0.0,-0.0013,"[0.02, 0.024]"
-56,-54,-0.26,0.03,-1.9,-8,-2,0.009,0.1,-0.0003,-0.0003,-0.0003,-0.0003,0.0,0.0,0.0,0.0,-0.0003,"[0.012, 0.017]"
-382,-11,-0.16,0.01,0.7,-6,-1,-0.009,0.2,-0.0006,-0.0006,-0.0006,-0.0006,0.0,0.0,0.0,0.0,-0.0006,"[0.012, 0.017]"
-4,-30,0.08,0.1,-0.7,-15,-1,0.016,-0.1,-0.0006,-0.0006,-0.0006,-0.0006,0.0,0.0,0.0,0.0,-0.0006,"[0.019, 0.02]"
-160,5,-0.26,0.04,0.4,-12,2,-0.015,0.1,-0.0009,-0.001,-0.001,-0.001,0.0001,0.0,0.0,0.0,-0.001,"[0.019, 0.02]"
239,4,-0.07,-0.09,-1.1,-7,11,0.01,-0.1,-0.0003,-0.0003,-0.0003,-0.0003,0.0,0.0,0.0,0.0,-0.0003,"[0.017, 0.019]"
223,-22,0.73,0.06,1.4,-9,-6,-0.003,0.3,-0.0008,-0.0006,-0.0006,-0.0005,-0.0003,0.0,-0.0002,0.0,-0.0005,"[0.02, 0.024]"
214,-34,0.38,-0.08,0.8,-6,9,0.001,-0.1,-0.0003,-0.0003,-0.0003,-0.0003,0.0,0.0,0.0,0.0,-0.0003,"[0.017, 0.019]"
-34,-16,-0.09,0.14,1.0,-6,-14,-0.013999999999999999,-0.4,-0.0006,-0.0006,-0.0006,-0.0006,0.0,0.0,0.0,0.0,-0.0006,"[0.017, 0.019]"
307,-18,-0.56,0.14,1.0,-5,-4,-0.017,-3.2,-0.0005,-0.0007,-0.0007,-0.0007,0.0002,0.0,0.0,0.0,-0.0007,"[0.019, 0.02]"
-32,-27,-0.56,0.11,-1.2,-11,-11,0.007,-0.3,-0.0005,-0.0006,-0.0006,-0.0006,0.0001,0.0,0.0,0.0,-0.0006,"[0.017, 0.019]"
-149,-12,-0.48,0.26,-1.2,-20,-7,0.026000000000000002,0.2,-0.001,-0.001,-0.001,-0.0011,0.0001,0.0,0.0001,0.0,-0.0011,"[0.024, 0.078]"
-164,21,0.42,0.16,0.9,-10,-12,0.004,-0.2,-0.0007,-0.0005,-0.0005,-0.0005,-0.0002,0.0,-0.0001,0.0,-0.0005,"[0.02, 0.024]"
174,53,0.51,0.16,0.7,-9,-14,-0.002,-0.4,-0.0008,-0.0006,-0.0006,-0.0005,-0.0003,0.0,-0.0002,0.0,-0.0005,"[0.02, 0.024]"
-101,-32,0.21,0.07,0.7,-10,-4,-0.011000000000000001,-0.1,-0.0008,-0.0008,-0.0008,-0.0008,-0.0001,0.0,0.0,0.0,-0.0008,"[0.017, 0.019]"
60,4,0.12,-0.03,1.4,-8,6,0.0,-0.3,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005,"[0.02, 0.024]"
-167,-31,0.33,0.05,-1.1,-13,2,0.017,-0.1,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005,"[0.017, 0.019]"
148,42,-0.29,0.03,-0.9,-7,-3,0.006,-0.6,-0.0003,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004,"[0.019, 0.02]"
-50,-18,0.18,0.11,1.2,-9,-13,-0.013000000000000001,0.7,-0.0007,-0.0007,-0.0007,-0.0007,0.0,0.0,0.0,0.0,-0.0007,"[0.017, 0.019]"
208,-27,0.39,0.06,-0.5,-13,2,0.012,-0.2,-0.0007,-0.0006,-0.0006,-0.0006,-0.0002,0.0,-0.0002,0.0,-0.0006,"[0.02, 0.024]"
-134,41,-0.47,0.09,-0.8,-7,-9,0.002,-0.1,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004,"[0.017, 0.019]"
-3,-38,-0.52,0.05,2.1,-11,4,-0.012,-0.3,-0.0009,-0.0009,-0.0009,-0.001,0.0,0.0,0.0001,0.0,-0.001,"[0.02, 0.024]"
71,-26,-0.58,-0.1,1.0,-15,15,0.01,-0.9,-0.0009,-0.0009,-0.0009,-0.0009,0.0,0.0,0.0,0.0,-0.0009,"[0.02, 0.024]"
223,-4,-0.02,0.07,0.2,-14,1,-0.008,-0.1,-0.001,-0.001,-0.001,-0.001,0.0,0.0,0.0,0.0,-0.001,"[0.02, 0.024]"
755,-3,-0.02,0.18,0.6,-11,-5,0.001,-0.7,-0.0007,-0.0007,-0.0007,-0.0007,0.0,0.0,0.0,0.0,-0.0007,"[0.02, 0.024]"
277,15,0.35,0.18,-0.5,-11,-11,0.008,-1.6,-0.0008,-0.0006,-0.0006,-0.0005,-0.0003,0.0,-0.0002,0.0,-0.0005,"[0.02, 0.024]"
-261,-12,-0.24,-0.02,1.3,-5,2,-0.006,0.0,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004,"[0.02, 0.024]"
-167,-61,0.02,-0.02,1.8,-11,8,0.015,-0.5,-0.0008,-0.0006,-0.0006,-0.0005,-0.0003,0.0,-0.0002,0.0,-0.0005,"[0.02, 0.024]"
293,-31,0.19,-0.05,-0.5,-10,10,0.013999999999999999,-0.2,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004,"[0.02, 0.024]"
-307,44,-0.22,0.12,-2.1,-16,-13,0.028999999999999998,1.2,-0.0004,-0.0004,-0.0004,-0.0005,0.0,0.0,0.0,0.0,-0.0005,"[0.019, 0.02]"
152,-67,-0.96,-0.12,0.1,-15,19,-0.026000000000000002,0.3,-0.0016,-0.0019,-0.0019,-0.0023,0.0003,0.0,0.0004,0.0,-0.0023,"[0.024, 0.078]"
-198,-15,-0.31,0.09,-0.5,-14,-2,-0.01,0.0,-0.0011,-0.0011,-0.0011,-0.0011,0.0,0.0,0.0,0.0,-0.0011,"[0.019, 0.02]"
530,-5,0.12,0.05,-0.6,-19,10,0.031,0.0,-0.0006,-0.0006,-0.0006,-0.0006,0.0,0.0,0.0,0.0,-0.0006,"[0.02, 0.024]"
-307,-39,-0.66,-0.16,-0.6,-12,20,0.012,0.1,-0.0005,-0.0005,-0.0005,-0.0006,0.0,0.0,0.0,0.0,-0.0006,"[0.012, 0.017]"
-7,3,0.69,0.14,-0.3,-14,-8,0.005,0.8,-0.0007,-0.0007,-0.0007,-0.0007,0.0,0.0,0.0,0.0,-0.0007,"[0.02, 0.024]"
-237,-3,-0.03,0.18,-0.1,-9,-15,-0.002,0.0,-0.0008,-0.0008,-0.0008,-0.0008,0.0,0.0,0.0,0.0,-0.0008,"[0.024, 0.078]"
-135,25,0.11,-0.1,1.6,-5,12,0.002,-0.2,-0.0003,-0.0003,-0.0003,-0.0003,-0.0001,0.0,0.0,0.0,-0.0003,"[0.017, 0.019]"
-34,-20,-0.06,0.12,1.6,-5,-16,-0.023,-1.1,-0.0007,-0.0007,-0.0007,-0.0007,0.0,0.0,0.0,0.0,-0.0007,"[0.012, 0.017]"
89,-33,0.3,0.14,-1.6,-13,-4,0.008,-0.2,-0.0012,-0.0012,-0.0012,-0.0012,0.0,0.0,0.0,0.0,-0.0012,"[0.024, 0.078]"
384,-17,0.41,0.01,-0.5,-6,-4,0.006,1.0,-0.0004,-0.0003,-0.0003,-0.0003,-0.0002,0.0,0.0,0.0,-0.0003,"[0.02, 0.024]"
73,-17,-0.09,0.08,0.2,-7,-7,-0.003,-0.4,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005,"[0.012, 0.017]"
-15,-2,0.11,0.04,1.0,-5,-4,-0.005,0.0,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004,"[0.017, 0.019]"
-162,2,0.02,0.04,0.1,-9,-2,-0.001,0.0,-0.0006,-0.0006,-0.0006,-0.0006,0.0,0.0,0.0,0.0,-0.0006,"[0.017, 0.019]"
543,-51,-0.15,0.04,-0.4,-7,-9,0.005,1.9,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004,"[0.019, 0.02]"
-152,-2,0.08,0.08,0.3,-9,-7,0.001,-0.1,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005,"[0.012, 0.017]"
348,7,-0.27,0.11,-0.2,-10,-7,0.007,-0.4,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005,"[0.02, 0.024]"
230,-66,-0.98,-0.17,-0.4,-15,20,0.002,0.6,-0.0012,-0.0014,-0.0014,-0.0016,0.0003,0.0,0.0002,0.0,-0.0016,"[0.024, 0.078]"
-336,4,0.54,0.22,-1.1,-11,-20,0.007,-0.2,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005,"[0.019, 0.02]"
97,-25,0.24,0.06,-0.8,-8,-4,0.007,-0.2,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004,"[0.019, 0.02]"
431,-23,0.66,0.12,1.9,-11,-4,-0.027999999999999997,-0.8,-0.0012,-0.0012,-0.0012,-0.0012,0.0,0.0,0.0,0.0,-0.0012,"[0.024, 0.078]"
134,-46,0.03,-0.08,0.2,-11,13,0.012,-0.2,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005,"[0.019, 0.02]"
-286,-39,0.29,0.23,0.8,-17,-13,0.013999999999999999,0.7,-0.001,-0.0009,-0.0009,-0.0007,-0.0003,0.0,-0.0002,0.0,-0.0007,"[0.02, 0.024]"
561,-16,0.32,0.02,-0.3,-13,6,-0.012,-0.3,-0.001,-0.001,-0.001,-0.001,0.0,0.0,0.0,0.0,-0.001,"[0.024, 0.078]"
-211,24,-0.08,0.17,1.5,-15,-15,-0.002,2.0,-0.001,-0.001,-0.001,-0.001,0.0,0.0,0.0,0.0,-0.001,"[0.02, 0.024]"
399,-6,0.06,0.12,-1.8,-15,-3,0.008,-0.2,-0.0009,-0.0009,-0.0009,-0.0009,0.0,0.0,0.0,0.0,-0.0009,"[0.024, 0.078]"
-265,-8,-0.22,0.14,1.6,-8,-13,-0.009,-0.3,-0.0007,-0.0007,-0.0007,-0.0007,0.0,0.0,0.0,0.0,-0.0007,"[0.012, 0.017]"
744,25,0.37,0.06,-2.0,-8,-5,0.01,0.0,-0.0003,-0.0003,-0.0003,-0.0003,0.0,0.0,0.0,0.0,-0.0003,"[0.019, 0.02]"
-243,14,0.2,0.01,-0.3,-9,2,0.005,-0.1,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005,"[0.019, 0.02]"
-184,-20,-0.04,0.22,0.8,-9,-20,-0.015,0.0,-0.0008,-0.0008,-0.0008,-0.0008,0.0,0.0,0.0,0.0,-0.0008,"[0.017, 0.019]"
-15,-4,-0.04,0.07,-0.3,-9,-9,0.008,1.4,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004,"[0.017, 0.019]"
453,33,0.44,-0.02,0.5,-7,3,0.0,-0.1,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004,"[0.02, 0.024]"
200,-15,0.37,0.01,0.9,-8,-6,0.002,1.5,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004,"[0.019, 0.02]"
-449,18,0.13,0.13,0.1,-6,-14,-0.005,0.1,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004,"[0.017, 0.019]"
-123,-12,0.24,0.06,-1.5,-7,-5,0.005,-0.1,-0.0004,-0.0004,-0.0004,-0.0004,-0.0001,0.0,-0.0001,0.0,-0.0004,"[0.019, 0.02]"
-29,-52,0.32,0.02,-0.6,-15,8,-0.016,-0.2,-0.0011,-0.0011,-0.0011,-0.0011,0.0,0.0,0.0,0.0,-0.0011,"[0.02, 0.024]"
-30,-14,0.11,0.16,0.5,-5,-16,-0.004,-0.3,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005,"[0.024, 0.078]"
-391,-10,-0.06,0.01,1.2,-14,1,-0.001,0.5,-0.001,-0.0008,-0.0008,-0.0008,-0.0002,0.0,0.0,0.0,-0.0008,"[0.017, 0.019]"
-114,-40,-0.24,0.16,-0.7,-21,5,0.02,-0.3,-0.0009,-0.0009,-0.0009,-0.0009,0.0001,0.0,0.0,0.0,-0.0009,"[0.02, 0.024]"
11,-23,-0.56,0.11,0.3,-10,-9,-0.013000000000000001,0.0,-0.0009,-0.0009,-0.0009,-0.0009,0.0,0.0,0.0,0.0,-0.0009,"[0.017, 0.019]"
-143,-23,-0.29,0.08,-0.2,-7,-8,-0.007,-0.1,-0.0006,-0.0007,-0.0007,-0.0007,0.0001,0.0,0.0,0.0,-0.0007,"[0.019, 0.02]"
373,-27,-0.17,-0.03,-0.6,-11,7,0.006,-0.1,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005,"[0.019, 0.02]"
263,2,0.31,0.51,-0.7,-9,-13,0.008,-2.9,-0.0011,-0.0011,-0.0011,-0.0011,0.0,0.0,0.0,0.0,-0.0011,"[0.024, 0.078]"
37,-34,-0.54,0.04,-0.5,-10,0,-0.021,0.0,-0.001,-0.001,-0.001,-0.001,0.0001,0.0,0.0,0.0,-0.001,"[0.019, 0.02]"
-43,-52,0.19,0.18,-1.2,-12,-13,-0.005,-0.3,-0.0009,-0.0009,-0.0009,-0.0009,0.0,0.0,0.0,0.0,-0.0009,"[0.024, 0.078]"
63,-6,0.31,0.21,-0.6,-10,-11,0.021,-3.0,-0.0003,-0.0003,-0.0003,-0.0003,0.0,0.0,0.0,0.0,-0.0003,"[0.02, 0.024]"
35,-25,-0.27,-0.09,-0.5,-7,8,0.008,1.1,-0.0003,-0.0003,-0.0003,-0.0003,0.0,0.0,0.0,0.0,-0.0003,"[0.017, 0.019]"
-69,30,0.22,0.17,-0.5,-6,-20,0.003,0.2,-0.0004,-0.0004,-0.0004,-0.0003,0.0,0.0,-0.0002,0.0,-0.0003,"[0.02, 0.024]"
-130,-19,-0.31,0.07,1.3,-12,-2,-0.011000000000000001,0.0,-0.0009,-0.0009,-0.0009,-0.0009,0.0,0.0,0.0,0.0,-0.0009,"[0.017, 0.019]"
659,-31,0.39,0.56,-0.6,-21,-14,0.032,-3.0,-0.0012,-0.0012,-0.0012,-0.0012,0.0,0.0,0.0,0.0,-0.0012,"[0.024, 0.078]"
14,-24,0.23,0.08,-0.6,-13,2,0.003,-0.2,-0.0014,-0.0014,-0.0014,-0.0014,0.0,0.0,0.0,0.0,-0.0014,"[0.024, 0.078]"
-106,-4,0.2,-0.14,0.5,-8,11,0.001,1.5,-0.0006,-0.0006,-0.0006,-0.0006,0.0,0.0,0.0,0.0,-0.0006,"[0.02, 0.024]"
18,-90,0.21,-0.15,0.7,-5,15,0.002,-0.1,-0.0003,-0.0003,-0.0003,-0.0003,0.0,0.0,0.0,0.0,-0.0003,"[0.02, 0.024]"
-126,-39,0.3,0.07,0.4,-7,-8,-0.011000000000000001,0.3,-0.0006,-0.0006,-0.0006,-0.0006,0.0,0.0,0.0,0.0,-0.0006,"[0.017, 0.019]"
10,-11,0.2,-0.06,0.6,-6,8,-0.013999999999999999,-0.5,-0.0008,-0.0008,-0.0008,-0.0008,0.0,0.0,0.0,0.0,-0.0008,"[0.024, 0.078]"
-492,-20,0.03,0.07,-0.2,-10,-1,-0.011000000000000001,-1.0,-0.0009,-0.0009,-0.0009,-0.0009,0.0,0.0,0.0,0.0,-0.0009,"[0.02, 0.024]"
-178,-4,-0.36,0.27,0.4,-19,-9,-0.011000000000000001,-0.2,-0.0018,-0.0018,-0.0018,-0.0018,0.0,0.0,0.0,0.0,-0.0018,"[0.024, 0.078]"
-268,-19,0.19,0.13,0.9,-8,-12,-0.015,-0.7,-0.0007,-0.0007,-0.0007,-0.0007,0.0,0.0,0.0,0.0,-0.0007,"[0.012, 0.017]"
245,-97,-0.23,-0.07,-0.2,-15,18,0.025,-0.8,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005,"[0.017, 0.019]"
98,-9,0.55,0.12,-0.4,-11,-8,-0.002,0.1,-0.0008,-0.0007,-0.0007,-0.0007,-0.0002,0.0,0.0,0.0,-0.0007,"[0.024, 0.078]"
5,-8,0.3,0.11,-0.5,-6,-13,0.003,0.1,-0.0004,-0.0003,-0.0003,-0.0003,-0.0002,0.0,0.0,0.0,-0.0003,"[0.02, 0.024]"
165,-48,0.57,-0.02,1.1,-13,8,-0.013000000000000001,-0.2,-0.0013,-0.0012,-0.0012,-0.0012,-0.0002,0.0,0.0,0.0,-0.0012,"[0.024, 0.078]"
0,0,0.3,0.06,0.3,-6,-6,-0.004,-0.5,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004,"[0.02, 0.024]"
23,-13,0.01,0.08,-0.2,-10,-5,-0.011000000000000001,0.0,-0.0008,-0.0008,-0.0008,-0.0008,0.0,0.0,0.0,0.0,-0.0008,"[0.017, 0.019]"
247,-11,0.17,0.13,-0.9,-17,1,0.006,-0.8,-0.0011,-0.0011,-0.0011,-0.0011,0.0,0.0,0.0,0.0,-0.0011,"[0.024, 0.078]"
-127,-22,-0.16,0.24,0.9,-19,-10,-0.036000000000000004,-0.1,-0.0022,-0.0022,-0.0022,-0.0022,0.0,0.0,0.0,0.0,-0.0022,"[0.024, 0.078]"
302,73,-0.33,0.16,-0.5,-6,-16,0.002,0.0,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004,"[0.02, 0.024]"
-38,-2,-0.32,0.24,0.7,-5,-26,-0.011000000000000001,-0.5,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005,"[0.019, 0.02]"
-89,17,0.05,0.08,1.5,-18,8,-0.013000000000000001,-0.2,-0.0016,-0.0016,-0.0016,-0.0016,0.0,0.0,0.0,0.0,-0.0016,"[0.024, 0.078]"
510,20,-0.1,0.03,-0.5,-6,6,0.004,-0.6,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004,"[0.019, 0.02]"
-363,1,0.02,0.08,-0.2,-9,-2,-0.007,0.1,-0.0007,-0.0007,-0.0007,-0.0007,0.0,0.0,0.0,0.0,-0.0007,"[0.017, 0.019]"
-361,22,0.05,0.16,-1.5,-13,-11,0.016,0.3,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005,"[0.019, 0.02]"
-250,29,-0.19,0.16,1.4,-12,-12,-0.006,-0.5,-0.0007,-0.0007,-0.0007,-0.0008,0.0001,0.0,0.0001,0.0,-0.0008,"[0.019, 0.02]"
-192,25,0.32,0.06,-0.4,-8,-4,0.01,-0.1,-0.0004,-0.0004,-0.0004,-0.0003,-0.0001,0.0,-0.0002,0.0,-0.0003,"[0.019, 0.02]"
-209,-19,0.51,0.01,-0.4,-13,6,0.018000000000000002,0.0,-0.0006,-0.0005,-0.0005,-0.0005,-0.0002,0.0,-0.0001,0.0,-0.0005,"[0.02, 0.024]"
-234,23,-0.27,0.28,0.5,-13,-27,-0.042,0.5,-0.0015,-0.0015,-0.0015,-0.0015,0.0,0.0,0.0,0.0,-0.0015,"[0.019, 0.02]"
46,-11,-0.45,-0.01,0.2,-16,-8,-0.017,3.8,-0.0016,-0.0017,-0.0017,-0.0017,0.0001,0.0,0.0,0.0,-0.0017,"[0.024, 0.078]"
-137,-17,-0.31,0.04,0.2,-7,-4,-0.002,0.0,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005,"[0.017, 0.019]"
-164,6,-0.36,0.22,0.1,-6,-20,-0.005,-0.2,-0.0007,-0.0007,-0.0007,-0.0007,0.0,0.0,0.0,0.0,-0.0007,"[0.024, 0.078]"
