mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt
11,12,0,6,0,1,0.4,0.4091,0.4,0.1642,117,359,"[321.0, 977.0]"
11,13,0,6,0,1,0.42,0.4242,0.38,0.2537,179,346,"[321.0, 977.0]"
11,14,0,6,0,1,0.42,0.4242,0.38,0.19399999999999998,175,380,"[321.0, 977.0]"
11,15,0,6,0,1,0.42,0.4242,0.35,0.2985,175,374,"[321.0, 977.0]"
11,16,0,6,0,1,0.4,0.4091,0.4,0.2239,144,325,"[321.0, 977.0]"
11,17,0,6,0,1,0.38,0.3939,0.4,0.1642,101,302,"[321.0, 977.0]"
11,18,0,6,0,1,0.36,0.3636,0.5,0.1045,34,237,"[189.0, 321.0]"
11,19,0,6,0,1,0.34,0.3485,0.53,0.0896,45,208,"[189.0, 321.0]"
11,20,0,6,0,2,0.34,0.3485,0.66,0.0896,30,142,"[98.0, 189.0]"
11,21,0,6,0,2,0.32,0.3333,0.57,0.1045,15,124,"[98.0, 189.0]"
11,22,0,6,0,2,0.32,0.3333,0.57,0.1045,15,130,"[98.0, 189.0]"
11,23,0,6,0,2,0.3,0.3182,0.7,0.1045,19,114,"[98.0, 189.0]"
11,0,0,0,0,2,0.3,0.303,0.7,0.1642,11,118,"[98.0, 189.0]"
11,1,0,0,0,1,0.3,0.2879,0.7,0.19399999999999998,14,81,"[27.0, 98.0]"
11,2,0,0,0,1,0.28,0.2879,0.81,0.1045,8,65,"[27.0, 98.0]"
11,3,0,0,0,2,0.3,0.303,0.81,0.1642,9,37,"[27.0, 98.0]"
11,4,0,0,0,2,0.3,0.2879,0.81,0.19399999999999998,4,8,"[1.0, 27.0]"
11,5,0,0,0,1,0.28,0.2879,0.81,0.1343,5,7,"[1.0, 27.0]"
11,6,0,0,0,1,0.28,0.2727,0.81,0.1642,2,13,"[1.0, 27.0]"
11,7,0,0,0,1,0.28,0.2727,0.81,0.19399999999999998,3,39,"[27.0, 98.0]"
11,8,0,0,0,1,0.3,0.2879,0.75,0.2537,19,100,"[98.0, 189.0]"
11,9,0,0,0,1,0.32,0.303,0.7,0.2537,49,155,"[189.0, 321.0]"
11,10,0,0,0,1,0.34,0.303,0.66,0.2985,79,250,"[321.0, 977.0]"
11,11,0,0,0,1,0.38,0.3939,0.62,0.2836,92,267,"[321.0, 977.0]"
11,12,0,0,0,1,0.4,0.4091,0.62,0.2836,101,341,"[321.0, 977.0]"
11,13,0,0,0,1,0.4,0.4091,0.62,0.3284,113,334,"[321.0, 977.0]"
11,14,0,0,0,1,0.4,0.4091,0.62,0.2985,125,303,"[321.0, 977.0]"
11,15,0,0,0,1,0.42,0.4242,0.54,0.2836,89,318,"[321.0, 977.0]"
11,16,0,0,0,2,0.4,0.4091,0.62,0.3284,59,313,"[321.0, 977.0]"
11,17,0,0,0,2,0.38,0.3939,0.66,0.2537,48,232,"[189.0, 321.0]"
11,18,0,0,0,1,0.36,0.3485,0.66,0.2239,36,240,"[189.0, 321.0]"
11,19,0,0,0,1,0.36,0.3485,0.66,0.1642,16,194,"[189.0, 321.0]"
11,20,0,0,0,1,0.36,0.3485,0.66,0.1642,9,120,"[98.0, 189.0]"
11,21,0,0,0,1,0.36,0.3333,0.66,0.2537,17,93,"[98.0, 189.0]"
11,22,0,0,0,2,0.36,0.3333,0.66,0.2537,8,66,"[27.0, 98.0]"
11,23,0,0,0,1,0.36,0.3485,0.66,0.2239,6,53,"[27.0, 98.0]"
11,0,0,1,1,1,0.36,0.3485,0.66,0.2239,5,22,"[27.0, 98.0]"
11,1,0,1,1,2,0.36,0.3485,0.66,0.2239,0,19,"[1.0, 27.0]"
11,2,0,1,1,2,0.36,0.3333,0.66,0.2537,0,5,"[1.0, 27.0]"
11,3,0,1,1,2,0.36,0.3485,0.66,0.2239,0,2,"[1.0, 27.0]"
11,4,0,1,1,2,0.36,0.3485,0.66,0.2239,1,11,"[1.0, 27.0]"
11,5,0,1,1,2,0.36,0.3485,0.66,0.2239,1,38,"[27.0, 98.0]"
11,6,0,1,1,2,0.36,0.3333,0.66,0.2537,3,128,"[98.0, 189.0]"
11,7,0,1,1,2,0.36,0.3333,0.66,0.2985,5,381,"[321.0, 977.0]"
11,8,0,1,1,2,0.36,0.3333,0.66,0.2985,13,650,"[321.0, 977.0]"
11,9,0,1,1,2,0.36,0.3333,0.66,0.2537,18,260,"[189.0, 321.0]"
11,10,0,1,1,2,0.36,0.3333,0.66,0.2537,33,106,"[98.0, 189.0]"
11,11,0,1,1,2,0.38,0.3939,0.66,0.2537,33,164,"[189.0, 321.0]"
11,12,0,1,1,2,0.4,0.4091,0.62,0.2836,35,207,"[189.0, 321.0]"
11,13,0,1,1,1,0.44,0.4394,0.54,0.2537,46,205,"[189.0, 321.0]"
11,14,0,1,1,1,0.44,0.4394,0.54,0.2537,47,170,"[189.0, 321.0]"
11,15,0,1,1,1,0.44,0.4394,0.54,0.19399999999999998,44,213,"[189.0, 321.0]"
11,16,0,1,1,1,0.42,0.4242,0.58,0.2537,55,325,"[321.0, 977.0]"
11,17,0,1,1,2,0.42,0.4242,0.58,0.19399999999999998,33,586,"[321.0, 977.0]"
11,18,0,1,1,2,0.4,0.4091,0.58,0.2537,21,559,"[321.0, 977.0]"
11,19,0,1,1,2,0.4,0.4091,0.58,0.2836,25,381,"[321.0, 977.0]"
11,20,0,1,1,2,0.38,0.3939,0.62,0.2537,7,252,"[189.0, 321.0]"
11,21,0,1,1,2,0.38,0.3939,0.54,0.2239,15,188,"[189.0, 321.0]"
11,22,0,1,1,1,0.34,0.3485,0.66,0.1045,7,106,"[98.0, 189.0]"
11,23,0,1,1,1,0.34,0.3485,0.66,0.1045,2,72,"[27.0, 98.0]"
11,0,0,2,1,1,0.32,0.3333,0.7,0.1343,3,26,"[27.0, 98.0]"
11,1,0,2,1,1,0.34,0.3485,0.66,0.1045,3,10,"[1.0, 27.0]"
11,2,0,2,1,2,0.32,0.3333,0.76,0.0896,0,5,"[1.0, 27.0]"
11,3,0,2,1,2,0.34,0.3485,0.71,0.1045,0,2,"[1.0, 27.0]"
11,4,0,2,1,2,0.34,0.3333,0.66,0.19399999999999998,0,6,"[1.0, 27.0]"
11,5,0,2,1,2,0.34,0.3333,0.66,0.1343,2,32,"[27.0, 98.0]"
11,6,0,2,1,2,0.34,0.3333,0.71,0.1642,2,146,"[98.0, 189.0]"
11,7,0,2,1,1,0.32,0.3333,0.76,0.0896,7,411,"[321.0, 977.0]"
11,8,0,2,1,1,0.34,0.3333,0.71,0.1343,16,649,"[321.0, 977.0]"
11,9,0,2,1,2,0.36,0.3788,0.71,0.0,28,298,"[321.0, 977.0]"
11,10,0,2,1,2,0.4,0.4091,0.66,0.0896,32,144,"[98.0, 189.0]"
11,11,0,2,1,2,0.42,0.4242,0.67,0.0896,45,160,"[189.0, 321.0]"
11,12,0,2,1,2,0.42,0.4242,0.67,0.0,70,243,"[189.0, 321.0]"
11,13,0,2,1,2,0.44,0.4394,0.58,0.0,49,218,"[189.0, 321.0]"
11,14,0,2,1,2,0.44,0.4394,0.58,0.1045,47,177,"[189.0, 321.0]"
11,15,0,2,1,2,0.46,0.4545,0.55,0.1045,61,226,"[189.0, 321.0]"
11,16,0,2,1,2,0.42,0.4242,0.62,0.0896,60,335,"[321.0, 977.0]"
11,17,0,2,1,2,0.4,0.4091,0.71,0.1642,37,553,"[321.0, 977.0]"
11,18,0,2,1,2,0.4,0.4091,0.66,0.0896,16,534,"[321.0, 977.0]"
11,19,0,2,1,2,0.4,0.4091,0.71,0.0,23,361,"[321.0, 977.0]"
11,20,0,2,1,2,0.38,0.3939,0.76,0.0,11,224,"[189.0, 321.0]"
11,21,0,2,1,1,0.36,0.3788,0.71,0.0,14,143,"[98.0, 189.0]"
11,22,0,2,1,1,0.36,0.3788,0.71,0.0,7,115,"[98.0, 189.0]"
11,23,0,2,1,1,0.32,0.3333,0.81,0.1045,1,82,"[27.0, 98.0]"
11,0,0,3,1,1,0.34,0.3636,0.81,0.0,1,25,"[1.0, 27.0]"
11,1,0,3,1,1,0.32,0.3333,0.81,0.1045,1,13,"[1.0, 27.0]"
11,2,0,3,1,1,0.28,0.2879,0.87,0.1045,2,6,"[1.0, 27.0]"
11,3,0,3,1,1,0.28,0.2879,0.87,0.1045,0,2,"[1.0, 27.0]"
11,4,0,3,1,1,0.28,0.2879,0.87,0.1045,0,10,"[1.0, 27.0]"
11,5,0,3,1,1,0.28,0.2879,0.87,0.1045,1,28,"[27.0, 98.0]"
11,6,0,3,1,1,0.28,0.303,0.87,0.0896,2,99,"[98.0, 189.0]"
11,7,0,3,1,1,0.26,0.2879,0.87,0.0896,11,262,"[189.0, 321.0]"
11,8,0,3,1,2,0.28,0.303,0.81,0.0896,12,539,"[321.0, 977.0]"
11,9,0,3,1,1,0.32,0.3333,0.76,0.0896,45,320,"[321.0, 977.0]"
11,10,0,3,1,1,0.36,0.3788,0.62,0.0,22,150,"[98.0, 189.0]"
11,11,0,3,1,1,0.4,0.4091,0.5,0.19399999999999998,43,198,"[189.0, 321.0]"
11,12,0,3,1,1,0.44,0.4394,0.41,0.19399999999999998,74,270,"[321.0, 977.0]"
11,13,0,3,1,1,0.44,0.4394,0.35,0.2239,70,295,"[321.0, 977.0]"
11,14,0,3,1,1,0.46,0.4545,0.33,0.19399999999999998,84,329,"[321.0, 977.0]"
11,15,0,3,1,1,0.46,0.4545,0.36,0.0896,68,381,"[321.0, 977.0]"
11,16,0,3,1,1,0.44,0.4394,0.33,0.1343,59,410,"[321.0, 977.0]"
11,17,0,3,1,1,0.4,0.4091,0.4,0.1642,41,333,"[321.0, 977.0]"
11,18,0,3,1,1,0.42,0.4242,0.38,0.1045,24,287,"[189.0, 321.0]"
11,19,0,3,1,1,0.38,0.3939,0.43,0.19399999999999998,23,220,"[189.0, 321.0]"
11,20,0,3,1,1,0.34,0.3485,0.61,0.1045,11,125,"[98.0, 189.0]"
11,21,0,3,1,1,0.36,0.3788,0.5,0.0,8,97,"[98.0, 189.0]"
11,22,0,3,1,1,0.34,0.3636,0.49,0.0,6,82,"[27.0, 98.0]"
11,23,0,3,1,1,0.32,0.3485,0.61,0.0,7,50,"[27.0, 98.0]"
11,0,1,4,0,1,0.32,0.3333,0.66,0.0896,3,43,"[27.0, 98.0]"
11,1,1,4,0,1,0.28,0.303,0.65,0.0896,5,37,"[27.0, 98.0]"
11,2,1,4,0,1,0.24,0.2576,0.75,0.0896,3,15,"[1.0, 27.0]"
11,3,1,4,0,1,0.24,0.2576,0.75,0.1045,0,6,"[1.0, 27.0]"
11,4,1,4,0,1,0.22,0.2273,0.8,0.1343,1,2,"[1.0, 27.0]"
11,5,1,4,0,1,0.24,0.2576,0.75,0.1045,2,6,"[1.0, 27.0]"
11,6,1,4,0,1,0.26,0.2727,0.7,0.1045,2,15,"[1.0, 27.0]"
11,7,1,4,0,1,0.22,0.2273,0.75,0.1343,7,49,"[27.0, 98.0]"
11,8,1,4,0,1,0.24,0.2424,0.75,0.1343,20,77,"[27.0, 98.0]"
11,9,1,4,0,1,0.3,0.3333,0.65,0.0,25,94,"[98.0, 189.0]"
11,10,1,4,0,1,0.36,0.3636,0.57,0.1045,65,154,"[189.0, 321.0]"
11,11,1,4,0,1,0.42,0.4242,0.41,0.0896,89,143,"[189.0, 321.0]"
11,12,1,4,0,1,0.44,0.4394,0.35,0.0,117,145,"[189.0, 321.0]"
11,13,1,4,0,1,0.46,0.4545,0.31,0.0,125,144,"[189.0, 321.0]"
11,14,1,4,0,1,0.48,0.4697,0.29,0.0,125,95,"[189.0, 321.0]"
11,15,1,4,0,1,0.48,0.4697,0.29,0.0,132,96,"[189.0, 321.0]"
11,16,1,4,0,1,0.46,0.4545,0.33,0.0,101,81,"[98.0, 189.0]"
11,17,1,4,0,1,0.44,0.4394,0.35,0.0,66,43,"[98.0, 189.0]"
11,18,1,4,0,1,0.4,0.4091,0.43,0.0,16,54,"[27.0, 98.0]"
11,19,1,4,0,1,0.36,0.3788,0.76,0.0,13,31,"[27.0, 98.0]"
11,20,1,4,0,1,0.34,0.3636,0.71,0.0,15,37,"[27.0, 98.0]"
11,21,1,4,0,1,0.34,0.3485,0.61,0.0896,7,39,"[27.0, 98.0]"
11,22,1,4,0,1,0.32,0.3485,0.61,0.0,8,36,"[27.0, 98.0]"
11,23,1,4,0,1,0.3,0.3333,0.7,0.0,8,28,"[27.0, 98.0]"
11,0,0,5,1,1,0.28,0.3182,0.65,0.0,0,32,"[27.0, 98.0]"
11,1,0,5,1,1,0.28,0.303,0.81,0.0896,2,11,"[1.0, 27.0]"
11,2,0,5,1,1,0.26,0.2879,0.75,0.0896,1,4,"[1.0, 27.0]"
11,3,0,5,1,1,0.26,0.303,0.7,0.0,1,0,"[1.0, 27.0]"
11,4,0,5,1,1,0.24,0.2576,0.75,0.1045,1,3,"[1.0, 27.0]"
11,5,0,5,1,1,0.24,0.2879,0.81,0.0,0,10,"[1.0, 27.0]"
11,6,0,5,1,1,0.24,0.2879,0.81,0.0,0,20,"[1.0, 27.0]"
11,7,0,5,1,1,0.24,0.2879,0.81,0.0,5,72,"[27.0, 98.0]"
11,8,0,5,1,1,0.24,0.2576,0.87,0.0896,11,83,"[27.0, 98.0]"
11,9,0,5,1,1,0.28,0.2879,0.75,0.1045,32,80,"[98.0, 189.0]"
11,10,0,5,1,1,0.34,0.3333,0.61,0.1642,87,114,"[189.0, 321.0]"
11,11,0,5,1,1,0.4,0.4091,0.5,0.19399999999999998,121,130,"[189.0, 321.0]"
11,12,0,5,1,1,0.44,0.4394,0.38,0.2537,186,193,"[321.0, 977.0]"
11,13,0,5,1,1,0.46,0.4545,0.38,0.2836,224,200,"[321.0, 977.0]"
11,14,0,5,1,1,0.5,0.4848,0.36,0.2537,240,195,"[321.0, 977.0]"
11,15,0,5,1,1,0.48,0.4697,0.41,0.2537,233,214,"[321.0, 977.0]"
11,16,0,5,1,2,0.48,0.4697,0.41,0.1045,158,199,"[321.0, 977.0]"
11,17,0,5,1,2,0.48,0.4697,0.39,0.0896,117,183,"[189.0, 321.0]"
11,18,0,5,1,2,0.46,0.4545,0.44,0.0,50,158,"[189.0, 321.0]"
11,19,0,5,1,2,0.46,0.4545,0.47,0.1642,33,121,"[98.0, 189.0]"
11,20,0,5,1,1,0.46,0.4545,0.41,0.0896,42,100,"[98.0, 189.0]"
11,21,0,5,1,1,0.46,0.4545,0.47,0.2537,23,75,"[98.0, 189.0]"
11,22,0,5,1,1,0.44,0.4394,0.33,0.5224,16,63,"[27.0, 98.0]"
11,23,0,5,1,1,0.42,0.4242,0.38,0.4478,20,47,"[27.0, 98.0]"
11,0,0,6,0,1,0.4,0.4091,0.37,0.4179,9,33,"[27.0, 98.0]"
11,1,0,6,0,1,0.34,0.2879,0.42,0.4925,1,19,"[1.0, 27.0]"
11,2,0,6,0,1,0.32,0.2727,0.39,0.6119,10,22,"[27.0, 98.0]"
11,3,0,6,0,1,0.28,0.2576,0.41,0.3582,6,5,"[1.0, 27.0]"
11,4,0,6,0,1,0.26,0.2121,0.41,0.4478,1,2,"[1.0, 27.0]"
11,5,0,6,0,1,0.26,0.2273,0.41,0.3284,1,2,"[1.0, 27.0]"
11,6,0,6,0,1,0.24,0.2121,0.44,0.2836,1,9,"[1.0, 27.0]"
11,7,0,6,0,2,0.26,0.2273,0.41,0.3284,4,21,"[1.0, 27.0]"
11,8,0,6,0,2,0.26,0.2121,0.44,0.4627,7,55,"[27.0, 98.0]"
11,9,0,6,0,2,0.26,0.2121,0.41,0.4478,26,96,"[98.0, 189.0]"
11,10,0,6,0,2,0.26,0.2273,0.44,0.2985,46,96,"[98.0, 189.0]"
11,11,0,6,0,2,0.28,0.2576,0.41,0.2985,55,131,"[98.0, 189.0]"
11,12,0,6,0,2,0.3,0.2576,0.36,0.6119,53,146,"[189.0, 321.0]"
11,13,0,6,0,1,0.32,0.303,0.36,0.3284,64,161,"[189.0, 321.0]"
11,14,0,6,0,1,0.32,0.2879,0.33,0.4627,58,149,"[189.0, 321.0]"
11,15,0,6,0,1,0.3,0.2727,0.36,0.4627,59,139,"[189.0, 321.0]"
11,16,0,6,0,1,0.28,0.2424,0.38,0.4478,43,127,"[98.0, 189.0]"
11,17,0,6,0,1,0.26,0.2273,0.41,0.3881,29,97,"[98.0, 189.0]"
11,18,0,6,0,1,0.26,0.2273,0.38,0.3881,22,123,"[98.0, 189.0]"
11,19,0,6,0,1,0.26,0.2424,0.41,0.2537,9,74,"[27.0, 98.0]"
11,20,0,6,0,1,0.24,0.2121,0.44,0.2836,3,55,"[27.0, 98.0]"
11,21,0,6,0,1,0.24,0.2273,0.44,0.19399999999999998,9,66,"[27.0, 98.0]"
11,22,0,6,0,1,0.24,0.2273,0.44,0.2537,7,69,"[27.0, 98.0]"
11,23,0,6,0,1,0.24,0.2273,0.44,0.19399999999999998,9,48,"[27.0, 98.0]"
11,0,0,0,0,1,0.22,0.2121,0.47,0.2537,3,31,"[27.0, 98.0]"
11,1,0,0,0,1,0.22,0.2273,0.44,0.19399999999999998,4,32,"[27.0, 98.0]"
11,2,0,0,0,1,0.22,0.19699999999999998,0.44,0.3582,1,27,"[27.0, 98.0]"
11,3,0,0,0,1,0.22,0.2727,0.44,0.0,0,8,"[1.0, 27.0]"
11,4,0,0,0,1,0.22,0.2727,0.44,0.0,1,1,"[1.0, 27.0]"
11,5,0,0,0,2,0.22,0.2273,0.47,0.1642,0,3,"[1.0, 27.0]"
11,6,0,0,0,2,0.22,0.2424,0.47,0.1045,1,10,"[1.0, 27.0]"
11,7,0,0,0,2,0.22,0.2424,0.51,0.1045,2,19,"[1.0, 27.0]"
11,8,0,0,0,2,0.22,0.2273,0.51,0.19399999999999998,2,32,"[27.0, 98.0]"
11,9,0,0,0,2,0.24,0.2273,0.48,0.2239,13,83,"[27.0, 98.0]"
11,10,0,0,0,1,0.24,0.2273,0.48,0.2537,15,124,"[98.0, 189.0]"
11,11,0,0,0,2,0.26,0.2576,0.41,0.2239,49,155,"[189.0, 321.0]"
11,12,0,0,0,2,0.26,0.2576,0.41,0.2239,37,165,"[189.0, 321.0]"
11,13,0,0,0,2,0.26,0.2576,0.41,0.1642,37,158,"[189.0, 321.0]"
11,14,0,0,0,2,0.3,0.2879,0.42,0.2537,33,170,"[189.0, 321.0]"
11,15,0,0,0,1,0.3,0.2879,0.42,0.2537,36,209,"[189.0, 321.0]"
11,16,0,0,0,1,0.3,0.2879,0.39,0.2239,25,203,"[189.0, 321.0]"
11,17,0,0,0,1,0.28,0.2727,0.41,0.1642,11,170,"[98.0, 189.0]"
11,18,0,0,0,1,0.26,0.2576,0.44,0.1642,9,132,"[98.0, 189.0]"
11,19,0,0,0,1,0.26,0.303,0.41,0.0,13,114,"[98.0, 189.0]"
11,20,0,0,0,1,0.24,0.2879,0.6,0.0,9,110,"[98.0, 189.0]"
11,21,0,0,0,1,0.26,0.303,0.48,0.0,4,60,"[27.0, 98.0]"
11,22,0,0,0,1,0.24,0.2879,0.6,0.0,3,59,"[27.0, 98.0]"
11,23,0,0,0,1,0.22,0.2576,0.69,0.0896,1,40,"[27.0, 98.0]"
11,0,0,1,1,1,0.22,0.2727,0.69,0.0,4,19,"[1.0, 27.0]"
11,1,0,1,1,1,0.2,0.2576,0.69,0.0,1,9,"[1.0, 27.0]"
11,2,0,1,1,1,0.2,0.2576,0.69,0.0,0,5,"[1.0, 27.0]"
11,3,0,1,1,1,0.2,0.2576,0.69,0.0,1,4,"[1.0, 27.0]"
11,4,0,1,1,1,0.22,0.2727,0.69,0.0,0,10,"[1.0, 27.0]"
11,5,0,1,1,1,0.22,0.2273,0.69,0.1642,0,41,"[27.0, 98.0]"
11,6,0,1,1,1,0.22,0.2727,0.69,0.0,1,123,"[98.0, 189.0]"
11,7,0,1,1,1,0.24,0.2879,0.65,0.0,2,363,"[321.0, 977.0]"
11,8,0,1,1,1,0.24,0.2879,0.65,0.0,9,629,"[321.0, 977.0]"
11,9,0,1,1,1,0.28,0.303,0.56,0.0896,10,276,"[189.0, 321.0]"
11,10,0,1,1,1,0.32,0.3485,0.49,0.0,20,127,"[98.0, 189.0]"
11,11,0,1,1,1,0.4,0.4091,0.37,0.2985,18,112,"[98.0, 189.0]"
11,12,0,1,1,1,0.42,0.4242,0.35,0.1045,22,188,"[189.0, 321.0]"
11,13,0,1,1,1,0.42,0.4242,0.35,0.1045,20,197,"[189.0, 321.0]"
11,14,0,1,1,1,0.42,0.4242,0.35,0.0,51,177,"[189.0, 321.0]"
11,15,0,1,1,1,0.42,0.4242,0.35,0.0896,49,181,"[189.0, 321.0]"
11,16,0,1,1,1,0.44,0.4394,0.3,0.0,49,297,"[321.0, 977.0]"
11,17,0,1,1,1,0.42,0.4242,0.32,0.0,13,540,"[321.0, 977.0]"
11,18,0,1,1,1,0.36,0.3485,0.5,0.1642,19,502,"[321.0, 977.0]"
11,19,0,1,1,1,0.34,0.3636,0.53,0.0,16,355,"[321.0, 977.0]"
11,20,0,1,1,1,0.34,0.3636,0.49,0.0,12,265,"[189.0, 321.0]"
11,21,0,1,1,1,0.34,0.3636,0.49,0.0,9,172,"[98.0, 189.0]"
11,22,0,1,1,1,0.32,0.3485,0.61,0.0,3,101,"[98.0, 189.0]"
11,23,0,1,1,2,0.32,0.3333,0.66,0.1045,8,57,"[27.0, 98.0]"
11,0,0,2,1,2,0.32,0.3333,0.66,0.0896,2,24,"[1.0, 27.0]"
11,1,0,2,1,2,0.32,0.3333,0.7,0.1343,0,6,"[1.0, 27.0]"
11,2,0,2,1,2,0.32,0.3182,0.7,0.1642,0,5,"[1.0, 27.0]"
11,3,0,2,1,3,0.32,0.3333,0.7,0.1343,1,3,"[1.0, 27.0]"
11,4,0,2,1,3,0.3,0.2879,0.81,0.19399999999999998,0,5,"[1.0, 27.0]"
11,5,0,2,1,2,0.3,0.2879,0.81,0.2239,0,31,"[27.0, 98.0]"
11,6,0,2,1,2,0.3,0.303,0.81,0.1642,3,97,"[98.0, 189.0]"
11,7,0,2,1,3,0.3,0.303,0.81,0.1343,4,289,"[189.0, 321.0]"
11,8,0,2,1,3,0.32,0.3182,0.81,0.1642,6,494,"[321.0, 977.0]"
11,9,0,2,1,2,0.32,0.3333,0.81,0.1343,11,257,"[189.0, 321.0]"
11,10,0,2,1,3,0.32,0.3182,0.81,0.19399999999999998,5,52,"[27.0, 98.0]"
11,11,0,2,1,3,0.3,0.2727,0.87,0.2985,6,59,"[27.0, 98.0]"
11,12,0,2,1,3,0.28,0.2576,0.87,0.3881,6,70,"[27.0, 98.0]"
11,13,0,2,1,3,0.28,0.2727,0.87,0.2537,4,73,"[27.0, 98.0]"
11,14,0,2,1,3,0.28,0.2576,0.87,0.3582,8,86,"[27.0, 98.0]"
11,15,0,2,1,2,0.3,0.2727,0.75,0.2985,9,146,"[98.0, 189.0]"
11,16,0,2,1,2,0.3,0.2727,0.75,0.2985,5,252,"[189.0, 321.0]"
11,17,0,2,1,2,0.3,0.2727,0.75,0.3881,13,514,"[321.0, 977.0]"
11,18,0,2,1,1,0.26,0.2273,0.81,0.3582,13,469,"[321.0, 977.0]"
11,19,0,2,1,1,0.26,0.2576,0.73,0.2985,12,338,"[321.0, 977.0]"
11,20,0,2,1,1,0.26,0.2273,0.75,0.3284,4,228,"[189.0, 321.0]"
11,21,0,2,1,1,0.24,0.2121,0.81,0.2836,6,179,"[98.0, 189.0]"
11,22,0,2,1,1,0.24,0.2424,0.81,0.1642,2,95,"[27.0, 98.0]"
11,23,0,2,1,2,0.26,0.2424,0.81,0.2537,3,64,"[27.0, 98.0]"
11,0,0,3,1,2,0.26,0.2424,0.75,0.2537,1,22,"[1.0, 27.0]"
11,1,0,3,1,2,0.26,0.2576,0.75,0.2239,0,12,"[1.0, 27.0]"
11,2,0,3,1,2,0.26,0.2576,0.75,0.2239,0,1,"[1.0, 27.0]"
11,3,0,3,1,2,0.26,0.2576,0.7,0.2239,0,3,"[1.0, 27.0]"
11,4,0,3,1,2,0.26,0.2576,0.7,0.19399999999999998,0,4,"[1.0, 27.0]"
11,5,0,3,1,2,0.26,0.2727,0.7,0.1343,0,39,"[27.0, 98.0]"
11,6,0,3,1,2,0.26,0.2576,0.65,0.2239,4,132,"[98.0, 189.0]"
11,7,0,3,1,2,0.26,0.2576,0.56,0.19399999999999998,6,403,"[321.0, 977.0]"
11,8,0,3,1,1,0.24,0.2121,0.6,0.2836,9,683,"[321.0, 977.0]"
11,9,0,3,1,1,0.28,0.2727,0.52,0.19399999999999998,13,309,"[321.0, 977.0]"
11,10,0,3,1,1,0.3,0.3182,0.49,0.1045,17,144,"[98.0, 189.0]"
11,11,0,3,1,1,0.32,0.3182,0.45,0.1642,19,127,"[98.0, 189.0]"
11,12,0,3,1,1,0.34,0.303,0.42,0.3881,19,189,"[189.0, 321.0]"
11,13,0,3,1,1,0.34,0.3333,0.42,0.19399999999999998,21,193,"[189.0, 321.0]"
11,14,0,3,1,1,0.36,0.3333,0.4,0.2985,15,161,"[98.0, 189.0]"
11,15,0,3,1,1,0.36,0.3333,0.32,0.3284,7,172,"[98.0, 189.0]"
11,16,0,3,1,1,0.36,0.3333,0.29,0.2537,9,316,"[321.0, 977.0]"
11,17,0,3,1,1,0.34,0.3333,0.31,0.1343,17,546,"[321.0, 977.0]"
11,18,0,3,1,1,0.32,0.303,0.33,0.2836,12,530,"[321.0, 977.0]"
11,19,0,3,1,1,0.32,0.3182,0.36,0.1642,9,378,"[321.0, 977.0]"
11,20,0,3,1,1,0.32,0.3333,0.36,0.1343,5,258,"[189.0, 321.0]"
11,21,0,3,1,1,0.3,0.303,0.39,0.1642,4,219,"[189.0, 321.0]"
11,22,0,3,1,1,0.28,0.2727,0.45,0.1642,6,148,"[98.0, 189.0]"
11,23,0,3,1,1,0.26,0.2727,0.48,0.1343,5,73,"[27.0, 98.0]"
11,0,0,4,1,1,0.24,0.2576,0.56,0.0896,4,25,"[27.0, 98.0]"
11,1,0,4,1,1,0.22,0.2576,0.64,0.0896,1,15,"[1.0, 27.0]"
11,2,0,4,1,1,0.22,0.2727,0.64,0.0,1,6,"[1.0, 27.0]"
11,4,0,4,1,1,0.2,0.2273,0.75,0.0896,0,7,"[1.0, 27.0]"
11,5,0,4,1,1,0.2,0.2576,0.69,0.0,0,42,"[27.0, 98.0]"
11,6,0,4,1,1,0.22,0.2727,0.69,0.0,1,120,"[98.0, 189.0]"
11,7,0,4,1,1,0.2,0.2576,0.64,0.0,8,354,"[321.0, 977.0]"
11,8,0,4,1,1,0.2,0.2273,0.69,0.1045,15,664,"[321.0, 977.0]"
11,9,0,4,1,1,0.24,0.2879,0.6,0.0,13,286,"[189.0, 321.0]"
11,10,0,4,1,1,0.28,0.303,0.65,0.0896,25,153,"[98.0, 189.0]"
11,11,0,4,1,1,0.36,0.3485,0.37,0.2239,13,150,"[98.0, 189.0]"
11,12,0,4,1,1,0.36,0.3485,0.4,0.1642,11,225,"[189.0, 321.0]"
11,13,0,4,1,1,0.38,0.3939,0.32,0.1343,15,209,"[189.0, 321.0]"
11,14,0,4,1,1,0.36,0.3485,0.43,0.2239,13,174,"[98.0, 189.0]"
11,15,0,4,1,1,0.36,0.3333,0.43,0.2836,19,201,"[189.0, 321.0]"
11,16,0,4,1,1,0.36,0.3485,0.4,0.2239,24,346,"[321.0, 977.0]"
11,17,0,4,1,1,0.34,0.3333,0.39,0.19399999999999998,17,544,"[321.0, 977.0]"
11,18,0,4,1,1,0.32,0.3182,0.49,0.1642,17,520,"[321.0, 977.0]"
11,19,0,4,1,1,0.3,0.2879,0.52,0.19399999999999998,18,326,"[321.0, 977.0]"
11,20,0,4,1,1,0.3,0.303,0.52,0.1642,11,241,"[189.0, 321.0]"
